Company,Ticker,Date,Title,Link,Positive_Score,Negative_Score,Neutral_Score,Overall_Sentiment,Open,High,Low,Close,Volume,Dividends,Stock Splits,1d_Return,3d_Return,7d_Return
Ambev S.A. ADR,ABEV,2024-09-10,Is Ambev S.A. (ABEV) a Quality Penny Stock to Buy Now?,https://finance.yahoo.com/news/ambev-abev-quality-penny-stock-184528416.html,0.1008324176073074,0.0124435108155012,0.886724054813385,Neutral,2.3499999046325684,2.380000114440918,2.3399999141693115,2.369999885559082,49069700,0.0,0.0,-0.016877621850007518,-0.025316432775011277,0.0
Ambev S.A. ADR,ABEV,2024-09-09,Analyst Report: Ambev S.A.,https://finance.yahoo.com/m/59b74330-5d3f-31e0-a170-eac6c2bd3878/analyst-report%3A-ambev-s.a..html,0.0448816306889057,0.0246596839278936,0.930458664894104,Neutral,2.3299999237060547,2.380000114440918,2.309999942779541,2.369999885559082,64254900,0.0,0.0,0.0,-0.029535838237513157,-0.016877621850007518
Ambev S.A. ADR,ABEV,2024-09-03,Is Ambev S.A. (ABEV) The Best Alcohol Stock To Own According to Hedge Funds?,https://finance.yahoo.com/news/ambev-abev-best-alcohol-stock-024402398.html,0.1388382166624069,0.0094197634607553,0.8517420291900635,Neutral,2.2899999618530273,2.309999942779541,2.259999990463257,2.2699999809265137,21464600,0.0,0.0,0.02202641089709445,0.026431693076513385,0.04405282179418912
Ambev S.A. ADR,ABEV,2024-08-23,Is the Options Market Predicting a Spike in Ambev (ABEV) Stock?,https://finance.yahoo.com/news/options-market-predicting-spike-ambev-131600126.html,0.3150748908519745,0.1714788377285003,0.5134462714195251,Neutral,2.380000114440918,2.4100000858306885,2.3499999046325684,2.4000000953674316,36623000,0.0,0.0,,-0.004166662527455345,-0.05416671219799074
Ambev S.A. ADR,ABEV,2024-08-15,Analyst Report: Ambev S.A.,https://finance.yahoo.com/m/f230d3c0-c77a-3908-b618-899c099a7cac/analyst-report%3A-ambev-s.a..html,0.0448816306889057,0.0246596839278936,0.930458664894104,Neutral,2.3499999046325684,2.430000066757202,2.3399999141693115,2.4100000858306885,92199600,0.0,0.0,-0.008298746976857507,-0.008298746976857507,-0.03319508683629735
Ambev S.A. ADR,ABEV,2024-08-12,Ambev S.A. (ABEV): Hedge Funds Are Bullish on This Spirits Stock Right Now,https://finance.yahoo.com/news/ambev-abev-hedge-funds-bullish-143603603.html,0.4118354320526123,0.0708292573690414,0.5173352956771851,Neutral,2.2899999618530273,2.299999952316284,2.25,2.259999990463257,21073300,0.0,0.0,0.030973421919550104,0.06637172389398316,0.07079649845391889
Ambev S.A. ADR,ABEV,2024-08-01,Analyst Report: Ambev S.A.,https://finance.yahoo.com/m/6c6aaf82-1762-31c5-9646-9a61d89a9b48/analyst-report%3A-ambev-s.a..html,0.0448816306889057,0.0246596839278936,0.930458664894104,Neutral,2.0999999046325684,2.109999895095825,2.049999952316284,2.049999952316284,18646100,0.0,0.0,0.009756088483765968,0.009756088483765968,0.09756100113940813
Ambev S.A. ADR,ABEV,2024-07-30,Hidden Gems: 3 Overlooked Dividend Stocks in Emerging Markets,https://finance.yahoo.com/news/hidden-gems-3-overlooked-dividend-112700096.html,0.0635095760226249,0.0397237837314605,0.8967666625976562,Neutral,2.0899999141693115,2.0999999046325684,2.0799999237060547,2.0899999141693115,13081800,0.0,0.0,-0.014354053886023399,-0.009569369257348859,0.01913885259057757
Ambev S.A. ADR,ABEV,2024-07-23,Ambev S.A. (ABEV): Did This Long-term Penny Stock Receive a Good Rating from Analysts?,https://finance.yahoo.com/news/ambev-abev-did-long-term-104224278.html,0.927443027496338,0.0090528381988406,0.0635041296482086,Positive,2.130000114440918,2.140000104904175,2.109999895095825,2.119999885559082,7993400,0.0,0.0,-0.00943395377648304,-0.004716976888241464,-0.014150930664724504
Ambev S.A. ADR,ABEV,2024-07-11,3 Dirt-Cheap Stocks Trading at Half Their Worth,https://investorplace.com/2024/07/3-dirt-cheap-stocks-trading-at-half-their-worth/,0.1129402667284011,0.7282586693763733,0.1588010489940643,Negative,2.140000104904175,2.1700000762939453,2.119999885559082,2.140000104904175,32931800,0.0,0.0,0.00467289251077152,0.00467289251077152,-0.018691681453631315
